,result,table,_start,_stop,_time,_value,_field,_measurement,host,stanza
26,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:33:12.688832+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
27,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:33:17.958764+00:00,34.4,percepita,ambiente,raspberry_pi_4,camera
28,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:33:23.218907+00:00,34.4,percepita,ambiente,raspberry_pi_4,camera
29,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:33:28.488747+00:00,34.4,percepita,ambiente,raspberry_pi_4,camera
30,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:33:33.750338+00:00,34.4,percepita,ambiente,raspberry_pi_4,camera
31,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:33:39.020022+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
32,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:33:44.280010+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
33,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:33:49.549694+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
34,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:34:00.075169+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
35,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:34:10.598583+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
36,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:34:15.858740+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
37,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:34:21.128543+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
38,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:34:26.388546+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
39,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:34:31.659388+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
40,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:34:36.919343+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
41,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:34:42.190552+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
42,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:34:47.450656+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
43,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:34:52.720724+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
44,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:34:57.980733+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
45,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:35:03.252070+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
46,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:35:08.512240+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
47,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:35:13.782362+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
48,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:35:19.042412+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
49,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:35:24.312167+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
50,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:35:29.573783+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
51,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:35:34.843539+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
52,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:35:40.104369+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
53,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:35:45.373898+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
54,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:35:50.633983+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
55,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:35:55.903529+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
56,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:36:01.165223+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
57,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:36:06.434932+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
58,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:36:11.694986+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
59,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:36:16.964345+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
60,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:36:22.224731+00:00,35.1,percepita,ambiente,raspberry_pi_4,camera
61,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:36:27.495471+00:00,35.1,percepita,ambiente,raspberry_pi_4,camera
62,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:36:32.757122+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
63,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:36:38.027588+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
64,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:36:43.287808+00:00,34.9,percepita,ambiente,raspberry_pi_4,camera
65,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:36:48.557426+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
66,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:36:53.817210+00:00,34.9,percepita,ambiente,raspberry_pi_4,camera
67,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:36:59.088471+00:00,34.9,percepita,ambiente,raspberry_pi_4,camera
68,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:37:04.348692+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
69,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:37:09.617925+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
70,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:37:14.878258+00:00,34.9,percepita,ambiente,raspberry_pi_4,camera
71,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:37:20.152153+00:00,35.1,percepita,ambiente,raspberry_pi_4,camera
72,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:37:25.416525+00:00,34.9,percepita,ambiente,raspberry_pi_4,camera
73,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:37:30.687394+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
74,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:37:35.947494+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
75,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:37:41.217226+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
76,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:37:46.477983+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
77,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:37:51.747796+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
78,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:37:57.007799+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
79,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:38:02.279182+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
80,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:38:07.539509+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
81,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:38:12.808848+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
82,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:38:18.068747+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
83,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:38:23.339136+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
84,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:38:28.599283+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
85,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:38:33.870292+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
86,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:38:39.130543+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
87,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:38:44.399741+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
88,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:38:49.659858+00:00,34.4,percepita,ambiente,raspberry_pi_4,camera
89,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:38:54.929452+00:00,34.4,percepita,ambiente,raspberry_pi_4,camera
90,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:39:00.191294+00:00,34.2,percepita,ambiente,raspberry_pi_4,camera
91,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:39:05.460566+00:00,34.2,percepita,ambiente,raspberry_pi_4,camera
92,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:39:10.720487+00:00,34.4,percepita,ambiente,raspberry_pi_4,camera
93,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:39:15.989946+00:00,34.4,percepita,ambiente,raspberry_pi_4,camera
94,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:39:21.249989+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
95,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:39:26.519550+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
96,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:39:31.781559+00:00,34.4,percepita,ambiente,raspberry_pi_4,camera
97,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:39:37.050612+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
98,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:39:42.310723+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
99,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:39:47.580219+00:00,34.5,percepita,ambiente,raspberry_pi_4,camera
100,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:39:52.840181+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
101,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:39:58.109975+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
102,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:40:03.371635+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
103,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:40:08.640921+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
104,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:40:13.901315+00:00,34.7,percepita,ambiente,raspberry_pi_4,camera
105,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:40:19.171214+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
106,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:40:24.431377+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
107,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:40:29.702374+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
108,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:40:35.003234+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
109,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:40:40.288589+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
110,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:40:45.548273+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
111,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:40:50.818975+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
112,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:40:56.078857+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
113,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:41:01.349519+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
114,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:41:06.609553+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
115,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:41:11.897209+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
116,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:41:17.157688+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
117,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:41:22.429196+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
118,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:41:27.689382+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
119,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:41:32.961963+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
120,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:41:38.222538+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
121,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:41:43.491830+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
122,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:41:48.751767+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
123,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:41:54.021137+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
124,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:41:59.280948+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
125,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:42:04.554377+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
126,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:42:09.814840+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
127,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:42:20.338365+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
128,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:42:25.608019+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
129,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:42:30.870020+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
130,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:42:36.139368+00:00,34.8,percepita,ambiente,raspberry_pi_4,camera
131,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:42:41.399572+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
132,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:42:46.669148+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
133,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:42:57.192667+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
134,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:43:02.454247+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
135,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:43:07.723681+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
136,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:43:12.984120+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
137,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:43:18.254369+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
138,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:43:23.514910+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
139,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:43:28.786075+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
140,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:43:34.046589+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
141,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:43:39.316028+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
142,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:43:44.578183+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
143,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:43:49.847753+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
144,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:43:55.108095+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
145,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:44:00.380287+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
146,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:44:05.640206+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
147,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:44:10.909942+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
148,_result,0,2026-07-11 08:21:08.604380+00:00,2026-07-11 11:21:08.604380+00:00,2026-07-11 09:44:16.170079+00:00,34.6,percepita,ambiente,raspberry_pi_4,camera
