,result,table,_start,_stop,_time,_measurement,host,stanza,percepita,temperatura,umidita
115,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:52:40.145992+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
116,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:52:45.406004+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
117,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:52:50.677166+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
118,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:52:55.937214+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
119,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:53:01.206907+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
120,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:53:06.466915+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
121,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:53:11.737150+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
122,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:53:16.998411+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
123,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:53:22.269266+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
124,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:53:27.530874+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
125,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:53:32.800677+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
126,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:53:38.060802+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
127,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:53:43.330717+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
128,_result,0,2026-07-30 14:12:44.310056+00:00,2026-07-30 17:12:44.310056+00:00,2026-07-30 15:53:48.590813+00:00,ambiente,raspberry_pi_4,camera,37.0,34.7,41.0
