_time,percepita,temperatura,umidita
2026-07-25 10:01:21.294155+00:00,27.6,28.9,26.0
2026-07-25 10:01:26.563932+00:00,27.6,28.9,26.0
2026-07-25 10:01:31.824128+00:00,27.6,28.9,26.0
2026-07-25 10:01:37.095368+00:00,27.6,28.9,26.0
2026-07-25 10:01:42.356905+00:00,27.6,28.9,26.0
2026-07-25 10:01:47.626702+00:00,27.6,28.9,26.0
2026-07-25 10:01:52.886723+00:00,27.6,28.9,26.0
2026-07-25 10:01:58.156299+00:00,27.6,28.9,26.0
2026-07-25 10:02:03.416631+00:00,27.6,28.9,26.0
2026-07-25 10:02:08.687626+00:00,27.6,28.9,26.0
2026-07-25 10:02:13.949836+00:00,27.6,28.9,26.0
2026-07-25 10:02:19.219244+00:00,27.5,28.9,25.0
2026-07-25 10:02:24.481144+00:00,27.6,28.9,26.0
2026-07-25 10:02:29.751205+00:00,27.6,28.9,26.0
2026-07-25 10:02:35.011101+00:00,27.6,28.9,26.0
2026-07-25 10:02:40.282064+00:00,27.6,28.9,26.0
2026-07-25 10:02:45.542335+00:00,27.6,28.9,26.0
2026-07-25 10:02:50.825430+00:00,27.6,28.9,26.0
2026-07-25 10:02:56.085380+00:00,27.6,28.9,26.0
2026-07-25 10:03:01.354660+00:00,27.6,28.9,26.0
2026-07-25 10:03:06.614891+00:00,27.6,28.9,26.0
2026-07-25 10:03:11.885514+00:00,27.6,28.9,26.0
2026-07-25 10:03:17.145559+00:00,27.6,28.9,26.0
2026-07-25 10:03:22.417496+00:00,27.6,28.9,26.0
2026-07-25 10:03:27.677665+00:00,27.6,28.9,26.0
2026-07-25 10:03:32.946911+00:00,27.6,28.9,26.0
2026-07-25 10:03:38.207135+00:00,27.6,28.9,26.0
2026-07-25 10:03:43.477797+00:00,27.6,28.9,26.0
2026-07-25 10:03:48.740641+00:00,27.6,28.9,26.0
2026-07-25 10:03:54.010311+00:00,27.5,28.9,25.0
